epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_dice,val_dice,train_iou,val_iou,train_precision,val_precision,train_recall,val_recall
1,1.0235360040039312,0.9323339808371759,0.7663605799440478,0.8391140757068511,0.40684298083918996,0.4238505797280419,0.26550282931840813,0.2784776572859095,0.2946575154535106,0.3180971732062678,0.7683898479234977,0.6713146115503004
2,0.8446357575107794,0.8197398714480861,0.8765026467745421,0.8819393034904234,0.507730952540382,0.4808503032451676,0.3537504156349135,0.3309839357051157,0.43527049003321616,0.40115012336642514,0.6736216199446897,0.639042143139147
3,0.7393456560666444,0.7564567779341052,0.9014734049312404,0.9022854220482611,0.5642415436564899,0.5139622395077059,0.404416097175391,0.3620812656177628,0.5146170147374028,0.46212261602763205,0.6881909062627887,0.6177580681058669
4,0.6847293809300563,0.6965473217348899,0.9097495469890657,0.9169719238435069,0.582396288753533,0.5497891910133823,0.422129892850997,0.40033149454862843,0.5488709693194412,0.5318716405139815,0.6719257118272,0.5951912734777697
5,0.6362302572023674,0.6511182390874432,0.9177182619688941,0.9287850164598034,0.6069526174029366,0.5669269052244001,0.44924664729442754,0.41565450665450865,0.5817543387901588,0.6116995431723133,0.6890198053395162,0.5606292702497975
6,0.5908662474057713,0.6085288149695243,0.9263135253405962,0.9301787749413521,0.627635590976379,0.5834134894032632,0.4691134944069581,0.43373614141056616,0.6257317905909703,0.6361734085986691,0.6827971082730372,0.5690795385068462
7,0.5689817613265553,0.6464050902474311,0.9290190212062148,0.9263319200085055,0.6381638024429805,0.5643358535824283,0.47997623718664295,0.41369432619502466,0.6327371084299244,0.5888853104364488,0.6829743246074582,0.5834756450306985
8,0.5305088758468628,0.6111270064307798,0.932501964881772,0.9303558507273274,0.6586692004663045,0.5982820821865913,0.5044832661992213,0.4519406905578029,0.6649533316004471,0.613717837199088,0.6947347477811282,0.6187161981098114
9,0.5192402571928306,0.5337436516438762,0.9342216429163198,0.9414683926490045,0.6703867592283936,0.645079760541839,0.517861615561071,0.49492166467731996,0.6703052706405764,0.6919356788839063,0.7081615436272543,0.634133281005967
10,0.4846262874417618,0.5950834453105927,0.9394010637627274,0.9415715952073375,0.6953748027320767,0.6018229912846319,0.5434049940744384,0.45400582253932953,0.6997626632696292,0.7670937300689759,0.7237037246833082,0.5202627431961798
11,0.49049505420395584,0.5385677016550495,0.9369752289818936,0.9345491470829133,0.6805308961965999,0.6322829050402488,0.5283166802808886,0.4831713065505028,0.6855400461153905,0.6298989583888361,0.7140995752616007,0.6633261783469108
12,0.4812361190065009,0.494538577814256,0.9392996616050845,0.9440858498696358,0.6900227113825376,0.6660212835957927,0.5404079930215585,0.5215608172359005,0.6944108441716335,0.7138784522971799,0.7212944476575148,0.6598419104852984
13,0.45154512759114873,0.5322632885748341,0.9437004464571593,0.9367854210638231,0.7126638862441798,0.6353588671453537,0.5655793980008266,0.48812521104851075,0.7193276762473778,0.6570837014625149,0.7405052483081818,0.6582172013098194
14,0.4582081931780596,0.5748585174160619,0.9404254037825788,0.92582518054593,0.6982154917032992,0.5993687577785984,0.5510259921677777,0.45101420220828825,0.6979772322734848,0.5892992478705221,0.7345054806744467,0.6541452926974143
15,0.4146937257686599,0.4947483799149913,0.9494699884633548,0.939438194997849,0.7331060635261848,0.6408536655287589,0.5895046269307371,0.4972904093803898,0.7427977216048319,0.6887920897814536,0.7508973669810374,0.6266877737737471
16,0.429249643913058,0.45183626874800653,0.9445896461361745,0.9470936771362058,0.7176566553897545,0.6814324014609859,0.57222859133951,0.5433604205327649,0.7231552350472231,0.7247480067514604,0.7510296272449806,0.6743965696903967
