epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_dice,val_dice,train_iou,val_iou,train_precision,val_precision,train_recall,val_recall
21,0.18728363513946533,0.26127542363059136,0.9806178166316106,0.9695861570296749,0.8895842177527291,0.8265332637294647,0.8049267667990464,0.7148524176689887,0.8970422901950039,0.7992247170017611,0.8890392531405439,0.8682941409849352
22,0.18945625236073693,0.2851112234976984,0.9797132722624056,0.9663288977838331,0.8807206461717795,0.814386292811363,0.7918794593968235,0.6984010367624222,0.8862295609254104,0.7917065976127502,0.885300589131785,0.8545056908361374
23,0.20858040697627014,0.28225310194876885,0.9765205802498284,0.9651212384623866,0.8671823432157327,0.8107483098583836,0.7726099893941984,0.6947617848073283,0.8779781375612531,0.801836775195214,0.8679636828191988,0.8396248336761228
24,0.16605091234157374,0.279632524136574,0.9822033473423549,0.9706888506489415,0.8964049717882178,0.8227081433419259,0.8164083659648895,0.7088831057471614,0.9042043368239979,0.8528618620287988,0.8952979432357536,0.8044328804939024
25,0.15765763581781597,0.2595322982918832,0.9833840171059409,0.9726061667165449,0.9049516883525219,0.8281849122816517,0.8296537972413577,0.7189738548571064,0.91238447532549,0.8522002456649658,0.9031349879044753,0.8216280812217344
26,0.17187537817837117,0.2456774065090764,0.9821487678276314,0.9725822940949471,0.8968093355933389,0.8424327623459601,0.8163663175079848,0.7367844764263399,0.9084264550890241,0.8532298899465992,0.8922875556317005,0.8393813525476763
27,0.159966647706844,0.2613510573583265,0.9826854663890797,0.96841307609312,0.9039638258598663,0.8253049129439939,0.8268852875782893,0.7135813678464582,0.9114494965626643,0.7729400242528608,0.9031680462124584,0.9005393962706288
28,0.14320728788664053,0.2367588139830097,0.9852299113850017,0.972381099577873,0.9118218834583576,0.8410063962782582,0.8406328657171228,0.7347024390774388,0.9178471866544786,0.8176508276693283,0.9092784432264475,0.8759264811392753
29,0.15176281504906142,0.254637383885922,0.9840881850693252,0.9720698941138483,0.9102000522089528,0.828801731909475,0.8375664674318753,0.724209104814837,0.9167779061820481,0.8467511976918867,0.9069554491357489,0.8321080611598107
30,0.1375890517464051,0.22328612809219667,0.9854398874136118,0.9748013404107863,0.9165301820734045,0.8477234359710447,0.8480602280124203,0.745946813975611,0.9238804428132026,0.8492980253311896,0.9119898349374205,0.8543804547479076
31,0.12407916497725707,0.23693169821654597,0.9874840201912346,0.9728441546040196,0.926995894411108,0.8454144366325871,0.8661432829531994,0.7443898627834935,0.9327544072172144,0.8408579307217752,0.9237331132312397,0.8614619576161907
32,0.1201796232016532,0.21794530292672495,0.9876539209386804,0.9724219537550404,0.9287987338317619,0.8521917885349642,0.8687274855571788,0.7526504916529502,0.9309230623664436,0.8222151052567267,0.9290699061456618,0.8936996113869452
33,0.13956775532646493,0.26132585685099324,0.9847434746040092,0.9691155956637475,0.9131986171334654,0.8270899672662059,0.8434638993425684,0.7146879223085219,0.9186505780115233,0.7836471498012543,0.9126812422668541,0.8937784414137563
34,0.1290854284805911,0.2292312746567111,0.9860084449851906,0.9757443089638987,0.9207250443133679,0.8519077012615819,0.8546555264965519,0.7509911906334662,0.9216623437273633,0.8583761030627836,0.9233428744169382,0.8590884343270333
35,0.15299818222666836,0.26782104252807554,0.9839262909941621,0.9681097461331275,0.9093222067906306,0.814854133513666,0.8359936763952066,0.7028959220455538,0.9172404821102436,0.8062088047304461,0.9054633470681998,0.8357087316051606
36,0.1503233464209588,0.24640978488229937,0.9836922111092034,0.9702719411542339,0.9090342777115958,0.8209667840311604,0.836638405755326,0.707480844951445,0.909761429815502,0.8055059333001414,0.9138281751465012,0.8593209866554506
37,0.14494250952214985,0.2506589586696317,0.9849446894048335,0.9689403656990297,0.9149745486594818,0.8254610761519401,0.8454093520457928,0.7135178533292585,0.9210897566197993,0.7795560936773976,0.9125798691760053,0.8929056563685017
38,0.12693715676829054,0.23469887361411126,0.9859370556506482,0.971999260687059,0.9233722785016992,0.8489324719675125,0.8594232096776857,0.7483058619883752,0.9277780710995852,0.8207231625433891,0.9219283631869725,0.8909583649327678
39,0.11257005556599124,0.20408516833859106,0.9882211370782538,0.9777107238769531,0.9339503717946482,0.8639377893940094,0.8769094387253562,0.7704075497965659,0.9372715124717126,0.879777297858269,0.9323180763276069,0.85590434651221
40,0.10456820249884993,0.22021003788517368,0.9891170459789235,0.9739276516822076,0.9393690929308043,0.846870110880944,0.8864605348188799,0.7456757676216864,0.9418710332650405,0.8256045493387407,0.9381812607849037,0.8796167066020351
41,0.11748769776997986,0.2155919151921426,0.9872223151909126,0.9714647108508695,0.9264189181747017,0.8455548036483026,0.8654768260625693,0.7446094434107503,0.9311124721726218,0.8235636536152132,0.923878584589277,0.8868746276824705
42,0.1002303384408191,0.20446568006469357,0.9896685422121824,0.9751168527910786,0.9389524643237774,0.8623881378481465,0.8865522971520057,0.7680474308229261,0.9407115637601077,0.8285601331341651,0.9389431935090286,0.9061998974892401
43,0.08896929868957498,0.18552432810106584,0.9909324226798591,0.9782321068548387,0.9481037501450423,0.876965545838879,0.901744415471842,0.7885584744714922,0.9495274457302723,0.8665533411887384,0.9473237061238551,0.8932064502469955
44,0.113842006199635,0.26129110950616097,0.987640380859375,0.9690316723239037,0.9293230090822492,0.8325289257111088,0.8698728595461164,0.7217687320324683,0.92979583635435,0.8047182098511727,0.9327988159525525,0.8698092391414027
45,0.1541459810111549,0.3031198067530509,0.9836855039491759,0.9575072257749496,0.9048798523106418,0.7761871353272469,0.831146587054808,0.6509087960566243,0.9157734919380356,0.6878774228595919,0.9024668820611723,0.9228564423899497
46,0.1265248111807383,0.21154733338663656,0.9858357356144831,0.9721363436791205,0.9174181452164283,0.8513309378777781,0.8506565650740823,0.7515641268222563,0.9199084010753003,0.8246092777098378,0.9201637015237913,0.8898008696494564
47,0.10090854821296838,0.20425946842278203,0.989227797958877,0.9753573017735635,0.9390713860700418,0.8638209565993278,0.8861834478902293,0.7687570308485339,0.9411064910364675,0.8318289499129018,0.9387620294487083,0.9069175527941796
48,0.12385469277972704,0.24880707864799806,0.9864490634792453,0.9694719622212071,0.9225052130091321,0.8389593699286061,0.8595225693105342,0.7332819209944818,0.9273418738291814,0.8050182125260753,0.9230869137323819,0.8853600217450049
49,0.10324187372084502,0.1974800534306034,0.9890042399312113,0.9765365354476436,0.9374001451901027,0.8694065520840306,0.8832595623456515,0.7788996859904258,0.9388369348022964,0.8496590429736722,0.937500937299414,0.895981700189652
50,0.09875213723261278,0.21071223121496938,0.9899306244902558,0.9751092233965474,0.9425815258707319,0.8583752685977567,0.8927428676531866,0.7622921985964621,0.9423916516723213,0.8459824862018708,0.9446227982804015,0.8839633032198875
