epoch,lr,loss,dice,val_loss,val_iou,val_dice,val_acc,val_prec,val_rec
0,0.0001,0.9769081678546843,0.45586210937653615,0.8678238139889105,0.403987333660638,0.5640880119732666,0.9150459544551564,0.540565035169949,0.6390364791361219
1,9.999013075636805e-05,0.8701756142201971,0.519281305640947,0.8245829925304506,0.4090193632499741,0.5694433927698223,0.906978672651155,0.5027561199745779,0.6986996596588798
2,9.996052735444863e-05,0.8054952259923591,0.5625283350966527,0.7293575861589695,0.468613593382149,0.6267170333632375,0.928313299246115,0.591767089389873,0.6972052741867469
3,9.991120277927221e-05,0.7542400472476835,0.5849080282950401,0.6855597210124256,0.5022183819483141,0.657102763318802,0.934795982684602,0.6276948494045407,0.7257839083348591
4,9.98421786662277e-05,0.7038919156203505,0.6071964155388166,0.6259796280201858,0.5080900159110039,0.6640884164095915,0.9286922465170329,0.5866465839997396,0.8040298300389135
5,9.97534852915723e-05,0.6652717292308807,0.6267850144109579,0.5866729777033736,0.5227382149893843,0.677186365841744,0.9480346569414597,0.7722777448639645,0.6198800786943955
6,9.964516155915151e-05,0.6392787340723101,0.6331782478268073,0.5356947614894649,0.5847120860499374,0.7290152813229686,0.954823343195834,0.795295283871548,0.6871549491389616
7,9.951725498333448e-05,0.591913745295806,0.665938350019688,0.5439592367265282,0.5465538528766382,0.6948112918391104,0.9513650151555226,0.8061770139158283,0.632787071249365
8,9.936982166817273e-05,0.577515852744462,0.6624041524222911,0.4956741359660296,0.5618684980816011,0.7062430137284129,0.94639971973434,0.6991310499934504,0.7476066177676354
9,9.920292628279099e-05,0.5522872832466345,0.6806803491898816,0.49970920153749665,0.5458186113181437,0.6935890294045232,0.9488630148344132,0.7420972196468346,0.6849868899356016
10,9.901664203302125e-05,0.5270009888488738,0.6806940486136502,0.4438020136298203,0.6061086673521835,0.7474200939940924,0.9546730985700151,0.744722293191484,0.773845909620564
11,9.88110506292922e-05,0.5021049707639412,0.7036059257257105,0.48132728924596213,0.550226643746663,0.697890011908987,0.945940164154084,0.7173101410652124,0.7224611540814514
12,9.858624225078838e-05,0.484685120890375,0.7118943318287503,0.408594303983983,0.6222210471024712,0.7556237893250255,0.9585256464542177,0.8006981852814062,0.7437121791739121
13,9.83423155058946e-05,0.4532826268037812,0.7303283059789674,0.39889557841347484,0.6107892963508724,0.7539903862244413,0.9529221559710714,0.7229848865253642,0.8115665832956155
14,9.8079377388943e-05,0.4397440976539596,0.7318486272033713,0.35602748103258086,0.6649323757537251,0.7904022536783805,0.9637350273647574,0.8419601796068668,0.7654210175864984
15,9.77975432332819e-05,0.4178352746807161,0.7473660349396575,0.350548960086776,0.6602498367307145,0.7874621646140991,0.9655762821461197,0.9036501305502518,0.7122764690323503
16,9.749693666068664e-05,0.40384624043449024,0.7593654666317142,0.3124426717196054,0.6810211972462533,0.8029243304297341,0.9652063771205722,0.810933646992988,0.8196662991521474
17,9.71776895271351e-05,0.40073260713796144,0.7583772698258551,0.34564031890737335,0.6564743202152009,0.7826314375593945,0.9633111445452001,0.8315673071024962,0.7686302645441802
18,9.68399418649713e-05,0.39080525849197734,0.7567186193671709,0.3184030303140966,0.6929153417592827,0.8127684818997493,0.9651707594955158,0.7878691622078057,0.8611176975588126
19,9.648384182148251e-05,0.36141302717513724,0.7801463356012239,0.3008825829843195,0.6848806236609772,0.8026028969170429,0.9676633316217578,0.8862611621497306,0.755905104470153
20,9.610954559391702e-05,0.3558243190655943,0.7782509611091558,0.28804978655605784,0.6987471539964436,0.8149127520321438,0.9683759598010993,0.8488890164379626,0.8009737080983401
21,9.571721736097086e-05,0.34703383961173356,0.7865718121932251,0.2954502866520145,0.7013584937571506,0.8146095268816974,0.9679580867665747,0.8471279909264126,0.8052452700141571
22,9.530702921077356e-05,0.3523557077421517,0.7788233835376522,0.3150408105637,0.6788651948784035,0.7996031667669012,0.9640561373466905,0.7965509113003005,0.8331587117416382
23,9.487916106540464e-05,0.33892290550665777,0.7936179478130903,0.2751370389771655,0.6989168772375997,0.8130361535487806,0.9695302796125262,0.9004356676568174,0.7612375301985294
24,9.443380060197383e-05,0.31361148762898367,0.8065877430318072,0.2738707293339861,0.7088450757208448,0.8203086205103738,0.9699259881187651,0.8830168803710567,0.7864305812258663
25,9.397114317029971e-05,0.327050123302663,0.7968293985187056,0.28031416394846226,0.6955269052120684,0.8122622077441745,0.967833425078877,0.8513875855830166,0.7972128632923593
26,9.349139170722277e-05,0.2952218512531187,0.8123191200212552,0.2425266029388924,0.7384970183300075,0.8414270250718751,0.9726341406071904,0.8768069946327413,0.8298244742132972
27,9.299475664759065e-05,0.30385113238799766,0.8040330526305388,0.26286458654132316,0.7341595155388795,0.8366950752707027,0.9714690142098331,0.8696316044696444,0.8334046897416565
